Dimensions.Height,Dimensions.Length,Dimensions.Width,Engine Information.Driveline,Engine Information.Engine Type,Engine Information.Hybrid,Engine Information.Number of Forward Gears,Engine Information.Transmission,Fuel Information.City mpg,Fuel Information.Fuel Type,Fuel Information.Highway mpg,Identification.Classification,Identification.ID,Identification.Make,Identification.Model Year,Identification.Year,Engine Information.Engine Statistics.Horsepower,Engine Information.Engine Statistics.Torque,Speed.Maximum,Speed.Accelaration,Color,Price,number_of_owners,pets,smoking,location,number_of_replacements,km
24,216,24,Four-wheel drive,Toyota 4.0L 6 Cylinder 270 hp 278 ft-lbs,True,5,5 Speed Automatic,17,Gasoline,22,Automatic transmission,2011 Toyota 4Runner SR5 4WD,Toyota,2011 Toyota 4Runner,2011,270,278,250,5.0,Azul Marinho,90000,2,No,No,Lisboa,2,120000
93,216,133,Four-wheel drive,Toyota 4.0L 6 Cylinder 270 hp 278 ft-lbs,True,5,5 Speed Automatic,17,Gasoline,22,Automatic transmission,2011 Toyota 4Runner Trail,Toyota,2011 Toyota 4Runner,2011,270,278,260,5.5,Preto,90000,1,Yes,No,Setúbal,0,120000
24,216,133,Rear-wheel drive,Toyota 4.0L 6 Cylinder 270 hp 278 ft-lbs,True,5,5 Speed Automatic,17,Gasoline,23,Automatic transmission,2011 Toyota 4Runner Limited,Toyota,2011 Toyota 4Runner,2011,270,278,247,4.0,Encarnado,75000,2,Yes,No,Porto,2,30000
24,216,133,Four-wheel drive,Toyota 4.0L 6 Cylinder 270 hp 278 ft-lbs,True,5,5 Speed Automatic,17,Gasoline,22,Automatic transmission,2011 Toyota 4Runner  Limited 4WD,Toyota,2011 Toyota 4Runner,2011,270,278,244,6.0,Branco,80000,1,No,No,Portalegre,0,70000
247,200,105,Front-wheel drive,Volvo 3.2 L 6 cylinder 240 hp 236 ft-lbs,True,6,6 Speed Automatic,16,Gasoline,22,Automatic transmission,2011 Volvo XC90 3.2,Volvo,2011 Volvo XC90,2011,240,236,250,5.5,Verde Corrida,85000,3,Yes,No,Madeira,4,250000
247,200,105,All-wheel drive,Volvo 4.4L 8 Cylinder 311 hp 325 ft-lbs,True,6,6 Speed Automatic,14,Gasoline,21,Automatic transmission,2011 Volvo XC90 V8,Volvo,2011 Volvo XC90,2011,311,325,244,4.0,Verde Corrida,85000,5,Yes,No,Beja,2,10
247,200,105,Front-wheel drive,Volvo 3.2L 6 Cylinder 235 hp 236 ft-lbs,True,6,6 Speed Automatic,15,Gasoline,22,Automatic transmission,2010 Volvo XC90 3.2,Volvo,2010 Volvo XC90,2010,235,236,247,5.5,Encarnado,85000,3,Yes,No,Braga,4,60000
247,200,105,All-wheel drive,Volvo 4.4L 8 Cylinder 311 hp 325 ft-lbs,True,6,6 Speed Automatic,13,Gasoline,19,Automatic transmission,2010 Volvo XC90 V8,Volvo,2010 Volvo XC90,2010,311,325,244,4.0,Verde Corrida,85000,1,Yes,No,Braga,1,10000
10,215,69,Front-wheel drive,Volvo 3.2L 6 Cylinder 235 hp 236 ft-lbs,True,6,6 Speed Automatic,18,Gasoline,27,Automatic transmission,2010 Volvo V70 3.2,Volvo,2010 Volvo V70,2010,235,236,245,4.0,Preto,95000,1,No,Yes,Portalegre,4,1000
24,216,133,Rear-wheel drive,Toyota 2.7L 4 Cylinder 157 hp 178 ft-lbs,True,4,4 Speed Automatic,18,Gasoline,23,Automatic transmission,2010 Toyota 4Runner SR5,Toyota,2010 Toyota 4Runner,2010,157,178,223,7.2,Preto,55000,1,No,Yes,Porto,3,2000
24,216,133,Rear-wheel drive,Toyota 4.0L 6 Cylinder 270 hp 278 ft-lbs,True,5,5 Speed Automatic,17,Gasoline,23,Automatic transmission,2010 Toyota 4Runner SR5 V6,Toyota,2010 Toyota 4Runner,2010,270,278,260,5.5,Azul,70000,2,No,No,Aveiro,2,70000
24,216,133,Four-wheel drive,Toyota 4.0L 6 Cylinder 270 hp 278 ft-lbs,True,5,5 Speed Automatic,17,Gasoline,22,Automatic transmission,2010 Toyota 4Runner SR5 V6 4WD,Toyota,2010 Toyota 4Runner,2010,270,278,260,6.0,Branco,90000,1,Yes,Yes,Beja,0,5000
93,216,133,Four-wheel drive,Toyota 4.0L 6 Cylinder 270 hp 278 ft-lbs,True,5,5 Speed Automatic,17,Gasoline,22,Automatic transmission,2010 Toyota 4Runner Trail,Toyota,2010 Toyota 4Runner,2010,270,278,245,6.0,Branco,80000,1,No,Yes,Castelo Branco,4,10000
24,216,133,Rear-wheel drive,Toyota 4.0L 6 Cylinder 270 hp 278 ft-lbs,True,5,5 Speed Automatic,17,Gasoline,23,Automatic transmission,2010 Toyota 4Runner Limited,Toyota,2010 Toyota 4Runner,2010,270,278,250,5.0,Laranja,90000,1,Yes,Yes,Braga,2,250000
24,216,133,Four-wheel drive,Toyota 4.0L 6 Cylinder 270 hp 278 ft-lbs,True,5,5 Speed Automatic,17,Gasoline,22,Automatic transmission,2010 Toyota 4Runner Limited 4WD,Toyota,2010 Toyota 4Runner,2010,270,278,245,6.0,Laranja Lava,75000,3,No,Yes,Beja,1,150000
143,196,203,Front-wheel drive,Audi 2.0L 4 cylinder 200 hp 207 ft-lbs Turbo,True,6,6 Speed Manual,21,Gasoline,30,Manual transmission,2012 Audi A3 2.0 T,Audi,2012 Audi A3,2012,200,207,215,8.0,Azul Marinho,45000,1,Yes,No,Viana do Castelo,1,40000
152,240,57,Front-wheel drive,Honda 3.5L 6 Cylinder 271hp 251 ft-lbs,True,6,6 Speed Manual,17,Gasoline,25,Manual transmission,2010 Honda Accord EX-L V-6 Coup,Honda,2010 Honda Accord Coupe,2010,271,251,247,5.5,Cinzento,85000,1,Yes,Yes,Açores,0,250000
152,240,57,Front-wheel drive,Honda 2.4L 4 cylinder 190 hp 162 ft-lbs,True,5,5 Speed Automatic,21,Gasoline,31,Automatic transmission,2010 Honda Accord EX Coup AT,Honda,2010 Honda Accord Coupe,2010,190,162,220,7.2,Cinzento,65000,2,No,No,Portalegre,1,300000
152,240,57,Front-wheel drive,Honda 2.4L 4 cylinder 190 hp 162 ft-lbs,True,5,5 Speed Manual,22,Gasoline,31,Manual transmission,2010 Honda Accord EX-L Coup,Honda,2010 Honda Accord Coupe,2010,190,162,220,6.5,Verde,50000,1,No,No,Viana do Castelo,4,150000
152,240,57,Front-wheel drive,Honda 2.4L 4 cylinder 190 hp 162 ft-lbs,True,5,5 Speed Automatic,21,Gasoline,31,Automatic transmission,2010 Honda Accord EX-L Coup AT,Honda,2010 Honda Accord Coupe,2010,190,162,222,8.8,Cinzento,55000,5,No,No,Coimbra,1,120000
152,240,57,Front-wheel drive,Honda 3.5L 6 Cylinder 271hp 251 ft-lbs,True,5,5 Speed Automatic,19,Gasoline,28,Automatic transmission,2010 Honda Accord EX-L V-6 Coup AT,Honda,2010 Honda Accord Coupe,2010,271,251,260,5.5,Verde,80000,5,Yes,No,Portalegre,4,20000
152,240,57,Front-wheel drive,Honda 2.4L 4 cylinder 190 hp 162 ft-lbs,True,5,5 Speed Manual,22,Gasoline,31,Manual transmission,2010 Honda Accord EX Coup,Honda,2010 Honda Accord Coupe,2010,190,162,222,7.8,Azul Marinho,55000,4,No,No,Guarda,4,70000
152,240,57,Front-wheel drive,Honda 2.4L 4 cylinder 190 hp 162 ft-lbs,True,5,5 Speed Automatic,21,Gasoline,31,Automatic transmission,2010 Honda Accord LX-S Coup AT,Honda,2010 Honda Accord Coupe,2010,190,162,217,8.8,Branco,50000,5,Yes,No,Porto,2,40000
152,240,57,Front-wheel drive,Honda 2.4L 4 cylinder 190 hp 162 ft-lbs,True,5,5 Speed Manual,22,Gasoline,31,Manual transmission,2010 Honda Accord LX-S Coup,Honda,2010 Honda Accord Coupe,2010,190,162,227,8.2,Encarnado,60000,1,Yes,No,Vila Real,2,90000
45,150,57,Rear-wheel drive,Nissan 3.7L 6 Cylinder 332 hp 270 ft-lbs,True,6,6 Speed Manual,18,Gasoline,25,Manual transmission,2011 Nissan 370Z Roadster,Nissan,2011 Nissan 370Z Roadster,2011,332,270,247,4.5,Azul Corrida,95000,1,Yes,Yes,Faro,2,40000
45,150,57,Rear-wheel drive,Nissan 3.7L 6 Cylinder 332 hp 270 ft-lbs,True,7,7 Speed Automatic Select Shift,18,Gasoline,25,Automatic transmission,2011 Nissan 370Z Roadster AT,Nissan,2011 Nissan 370Z Roadster,2011,332,270,255,4.5,Encarnado,75000,1,Yes,Yes,Faro,2,10
45,150,57,Rear-wheel drive,Nissan 3.7L 6 Cylinder 332 hp 270 ft-lbs,True,6,6 Speed Manual,18,Gasoline,25,Manual transmission,2011 Nissan 370Z Touring Roadster,Nissan,2011 Nissan 370Z Roadster,2011,332,270,250,5.5,Preto,85000,1,No,Yes,Coimbra,3,2000
45,150,57,Rear-wheel drive,Nissan 3.7L 6 Cylinder 332 hp 270 ft-lbs,True,7,7 Speed Automatic Select Shift,18,Gasoline,25,Automatic transmission,2011 Nissan 370Z Touring Roadster AT,Nissan,2011 Nissan 370Z Roadster,2011,332,270,260,5.5,Azul Marinho,80000,2,No,No,Aveiro,0,150000
45,150,57,Rear-wheel drive,Nissan 3.7L 6 Cylinder 332 hp 270 ft-lbs,True,6,6 Speed Manual,18,Gasoline,25,Manual transmission,2010 Nissan 370Z Touring Roadster,Nissan,2010 Nissan 370Z Roadster,2010,332,270,260,5.0,Encarnado,95000,5,Yes,No,Santarém,3,100000
45,150,57,Rear-wheel drive,Nissan 3.7L 6 Cylinder 332 hp 270 ft-lbs,True,6,6 Speed Manual,18,Gasoline,25,Manual transmission,2010 Nissan 370Z Roadster,Nissan,2010 Nissan 370Z Roadster,2010,332,270,244,5.0,Verde,85000,2,Yes,Yes,Guarda,4,20000
45,150,57,Rear-wheel drive,Nissan 3.7L 6 Cylinder 332 hp 270 ft-lbs,True,7,7 Speed Automatic Select Shift,18,Gasoline,25,Automatic transmission,2010 Nissan 370Z Roadster AT,Nissan,2010 Nissan 370Z Roadster,2010,332,270,260,4.0,Verde,90000,4,No,Yes,Santarém,3,2000
45,150,57,Rear-wheel drive,Nissan 3.7L 6 Cylinder 332 hp 270 ft-lbs,True,7,7 Speed Automatic Select Shift,18,Gasoline,25,Automatic transmission,2010 Nissan 370Z Touring Roadster AT,Nissan,2010 Nissan 370Z Roadster,2010,332,270,255,6.0,Encarnado,95000,5,No,Yes,Guarda,1,5000
143,196,203,Front-wheel drive,Audi 2.0L 4 cylinder 200 hp 207 ft-lbs Turbo,True,6,6 Speed Manual,21,Gasoline,30,Manual transmission,2011 Audi A3 2.0 T,Audi,2011 Audi A3,2011,200,207,215,8.5,Azul Marinho,65000,5,No,Yes,Castelo Branco,2,170000
35,150,52,Rear-wheel drive,Nissan 3.7L 6 Cylinder 332 hp 270 ft-lbs,True,6,6 Speed Manual,18,Gasoline,26,Manual transmission,2011 Nissan 370Z Coupe,Nissan,2011 Nissan 370Z Coupe,2011,332,270,245,5.0,Azul Marinho,70000,3,No,Yes,Portalegre,1,5000
35,150,52,Rear-wheel drive,Nissan 3.7L 6 Cylinder 332 hp 270 ft-lbs,True,6,6 Speed Manual,18,Gasoline,26,Manual transmission,2011 Nissan 370Z Touring Coupe,Nissan,2011 Nissan 370Z Coupe,2011,332,270,247,5.5,Azul,80000,1,Yes,No,Setúbal,3,250000
35,150,52,Rear-wheel drive,Nissan 3.7L 6 Cylinder 332 hp 270 ft-lbs,True,7,7 Speed Automatic Select Shift,19,Gasoline,26,Automatic transmission,2011 Nissan 370Z Touring Coupe AT,Nissan,2011 Nissan 370Z Coupe,2011,332,270,250,6.0,Encarnado,70000,2,Yes,Yes,Lisboa,4,170000
35,150,52,Rear-wheel drive,Nissan 3.7L 6 Cylinder 332 hp 270 ft-lbs,True,6,6 Speed Manual,18,Gasoline,26,Manual transmission,2011 Nissan 370Z Touring Coupe,Nissan,2011 Nissan 370Z Coupe,2011,332,270,244,6.0,Laranja,95000,1,Yes,No,Lisboa,3,90000
143,196,203,Front-wheel drive,Audi 2.0L 4 cylinder 200 hp 207 ft-lbs Turbo,True,6,6 Speed Manual,21,Gasoline,30,Manual transmission,2010 Audi A3 2.0 T,Audi,2010 Audi A3,2010,200,207,225,8.5,Encarnado,55000,5,Yes,Yes,Braga,3,250000
35,150,52,Rear-wheel drive,Nissan 3.7L 6 Cylinder 332 hp 270 ft-lbs,True,7,7 Speed Automatic Select Shift,19,Gasoline,26,Automatic transmission,2010 Nissan 370Z Touring Coupe AT,Nissan,2010 Nissan 370Z Coupe,2010,332,270,245,5.5,Azul Corrida,95000,1,No,No,Bragança,1,50000
35,150,52,Rear-wheel drive,Nissan 3.7L 6 Cylinder 332 hp 270 ft-lbs,True,6,6 Speed Manual,18,Gasoline,26,Manual transmission,2010 Nissan 370Z Coupe,Nissan,2010 Nissan 370Z Coupe,2010,332,270,250,6.0,Encarnado,95000,4,Yes,No,Viseu,4,150000
35,150,52,Rear-wheel drive,Nissan 3.7L 6 Cylinder 332 hp 270 ft-lbs,True,6,6 Speed Manual,18,Gasoline,26,Manual transmission,2010 Nissan 370Z Touring Coupe,Nissan,2010 Nissan 370Z Coupe,2010,332,270,250,5.0,Laranja,90000,5,No,No,Santarém,4,170000
35,150,52,Rear-wheel drive,Nissan 3.7L 6 Cylinder 332 hp 270 ft-lbs,True,7,7 Speed Automatic Select Shift,19,Gasoline,26,Automatic transmission,2010 Nissan 370Z Coupe AT,Nissan,2010 Nissan 370Z Coupe,2010,332,270,245,4.0,Preto,75000,4,No,No,Vila Real,1,90000
147,95,248,All-wheel drive,Audi 2.0L 4 cylinder 211 hp 258 ft-lbs Turbo,True,6,6 Speed Manual,21,Gasoline,31,Manual transmission,2012 Audi A4 Sedan 2.0 T Quattro,Audi,2012 Audi A4 Sedan,2012,211,258,223,7.0,Cinzento,55000,1,No,Yes,Aveiro,0,1000
147,95,248,All-wheel drive,Audi 2.0L 4 cylinder 211 hp 258 ft-lbs Turbo,True,8,8 Speed Automatic Select Shift,21,Gasoline,29,Automatic transmission,2012 Audi A4 Sedan 2.0 T Quattro AT,Audi,2012 Audi A4 Sedan,2012,211,258,217,6.5,Branco,65000,1,No,Yes,Aveiro,4,300000
147,95,214,All-wheel drive,Audi 2.0L 4 cylinder 211 hp 258 ft-lbs Turbo,True,6,6 Speed Manual,21,Gasoline,31,Manual transmission,2011 Audi A4 Sedan 2.0 T Quattro,Audi,2011 Audi A4 Sedan,2011,211,258,240,7.4,Amarelo,65000,1,No,Yes,Faro,2,40000
147,95,214,All-wheel drive,Audi 2.0L 4 cylinder 211 hp 258 ft-lbs Turbo,True,8,8 Speed Automatic Select Shift,21,Gasoline,29,Automatic transmission,2011 Audi A4 Sedan 2.0 T Quattro AT,Audi,2011 Audi A4 Sedan,2011,211,258,227,6.5,Cinzento,60000,1,Yes,Yes,Faro,4,30000
193,57,186,Front-wheel drive,Ford 1.6L 4 Cylinder 120 hp 112 ft-lbs,True,5,5 Speed Manual,29,Gasoline,38,Manual transmission,2012 Ford Fiesta S Sedan,Ford,2012 Ford Fiesta Sedan,2012,120,112,175,9.2,Preto,25000,4,Yes,No,Viseu,4,80000
193,57,186,Front-wheel drive,Ford 1.6L 4 Cylinder 120 hp 112 ft-lbs,True,5,5 Speed Manual,29,Gasoline,38,Manual transmission,2012 Ford Fiesta SE Sedan,Ford,2012 Ford Fiesta Sedan,2012,120,112,190,9.8,Encarnado,25000,5,No,No,Guarda,2,150000
193,57,186,Front-wheel drive,Ford 1.6L 4 Cylinder 120 hp 112 ft-lbs,True,5,5 Speed Manual,29,Gasoline,38,Manual transmission,2012 Ford Fiesta SEL Sedan,Ford,2012 Ford Fiesta Sedan,2012,120,112,190,9.5,Amarelo,25000,2,Yes,Yes,Setúbal,4,20000
193,57,160,Front-wheel drive,Ford 1.6L 4 Cylinder 120 hp 112 ft-lbs,True,5,5 Speed Manual,38,Gasoline,37,Manual transmission,2011 Ford Fiesta Sedan S,Ford,2011 Ford Fiesta Sedan,2011,120,112,175,9.8,Laranja,35000,1,Yes,Yes,Viana do Castelo,2,170000
193,57,160,Front-wheel drive,Ford 1.6L 4 Cylinder 120 hp 112 ft-lbs,True,5,5 Speed Manual,28,Gasoline,37,Manual transmission,2011 Ford Fiesta Sedan SE,Ford,2011 Ford Fiesta Sedan,2011,120,112,190,9.0,Azul Marinho,30000,3,Yes,No,Bragança,2,250000
193,57,160,Front-wheel drive,Ford 1.6L 4 Cylinder 120 hp 112 ft-lbs,True,5,5 Speed Manual,28,Gasoline,37,Manual transmission,2011 Ford Fiesta Sedan SEL,Ford,2011 Ford Fiesta Sedan,2011,120,112,180,9.2,Azul,15000,2,No,Yes,Setúbal,3,30000
167,168,247,Front-wheel drive,Volvo 2.5L 5 Cylinder 227 hp 236 ft-lbs Turbo,True,5,5 Speed Automatic,21,Gasoline,30,Automatic transmission,2011 Volvo C30 R-Design AT,Volvo,2011 Volvo C30,2011,227,236,250,4.5,Encarnado,95000,3,Yes,Yes,Beja,4,50000
167,168,247,Front-wheel drive,Volvo 2.5L 5 Cylinder 227 hp 236 ft-lbs Turbo,True,6,6 Speed Manual,21,Gasoline,29,Manual transmission,2011 Volvo C30 R-Design,Volvo,2011 Volvo C30,2011,227,236,255,4.0,Cinzento,95000,1,No,Yes,Viana do Castelo,2,40000
167,155,247,Front-wheel drive,Volvo 2.5L 5 Cylinder 227 hp 236 ft-lbs Turbo,True,5,5 Speed Automatic,21,Gasoline,30,Automatic transmission,2010 Volvo C30 R-Design AT,Volvo,2010 Volvo C30,2010,227,236,245,5.5,Branco,75000,1,No,Yes,Santarém,4,80000
167,155,247,Front-wheel drive,Volvo 2.5L 5 Cylinder 227 hp 236 ft-lbs Turbo,True,6,6 Speed Manual,21,Gasoline,29,Manual transmission,2010 Volvo C30 R-Design,Volvo,2010 Volvo C30,2010,227,236,247,4.0,Encarnado,70000,4,No,No,Bragança,1,10
147,95,34,All-wheel drive,Audi 2.0L 4 cylinder 211 hp 258 ft-lbs Turbo,True,6,6 Speed Automatic Select Shift,21,Gasoline,27,Automatic transmission,2010 Audi A4 Sedan 2.0 T Quattro AT,Audi,2010 Audi A4 Sedan,2010,211,258,230,7.5,Prateado,65000,1,No,No,Vila Real,1,100000
147,95,34,All-wheel drive,Audi 2.0L 4 cylinder 211 hp 258 ft-lbs Turbo,True,6,6 Speed Manual,22,Gasoline,30,Manual transmission,2010 Audi A4 Sedan 2.0 T Quattro,Audi,2010 Audi A4 Sedan,2010,211,258,227,6.5,Azul,45000,1,No,Yes,Aveiro,2,70000
172,123,234,Front-wheel drive,Volvo 2.4L 5 Cylinder 168 hp 166 ft-lbs,True,5,5 Speed Automatic,21,Gasoline,29,Automatic transmission,2010 Volvo S40 2.4i AT,Volvo,2010 Volvo S40,2010,168,170,225,7.4,Amarelo,45000,3,Yes,Yes,Évora,2,90000
190,123,234,All-wheel drive,Volvo 2.5L 5 Cylinder 227 hp 236 ft-lbs Turbo,True,5,5 Speed Automatic,20,Gasoline,27,Automatic transmission,2010 Volvo S40 R-Design AT AWD,Volvo,2010 Volvo S40,2010,227,236,247,4.0,Azul Corrida,70000,1,No,Yes,Coimbra,4,250000
156,95,248,All-wheel drive,Audi 2.0L 4 cylinder 211 hp 258 ft-lbs Turbo,True,8,8 Speed Automatic Select Shift,21,Gasoline,29,Automatic transmission,2012 Audi A4 Avant 2.0 T,Audi,2012 Audi A4 Avant,2012,211,258,230,8.5,Cinzento,50000,2,Yes,No,Braga,1,10
156,95,214,All-wheel drive,Audi 2.0L 4 cylinder 211 hp 258 ft-lbs Turbo,True,8,8 Speed Automatic Select Shift,21,Gasoline,29,Automatic transmission,2011 Audi A4 Avant 2.0 T,Audi,2011 Audi A4 Avant,2011,211,258,227,7.5,Azul,60000,4,No,Yes,Faro,2,70000
155,95,34,All-wheel drive,Audi 2.0L 4 cylinder 211 hp 258 ft-lbs Turbo,True,6,6 Speed Automatic Select Shift,23,Gasoline,30,Automatic transmission,2010 Audi A4 Avant 2.0 T,Audi,2010 Audi A4 Avant,2010,211,258,227,8.8,Laranja Lava,50000,1,Yes,Yes,Portalegre,2,2000
152,240,57,Front-wheel drive,Honda 2.4L 4 cylinder 190 hp 162 ft-lbs,True,5,5 Speed Manual,23,Gasoline,32,Manual transmission,2011 Honda Accord EX Coup,Honda,2011 Honda Accord Coup,2011,190,162,220,7.5,Encarnado,60000,5,Yes,No,Santarém,1,250000
152,240,57,Front-wheel drive,Honda 2.4L 4 cylinder 190 hp 162 ft-lbs,True,5,5 Speed Automatic,22,Gasoline,33,Automatic transmission,2011 Honda Accord LX-S Coup AT,Honda,2011 Honda Accord Coup,2011,190,162,230,7.0,Preto,60000,3,No,Yes,Guarda,0,250000
152,240,57,Front-wheel drive,Honda 3.5L 6 Cylinder 271hp 251 ft-lbs,True,6,6 Speed Manual,17,Gasoline,26,Manual transmission,2011 Honda Accord EX-L V-6 Coup,Honda,2011 Honda Accord Coup,2011,271,251,255,5.0,Amarelo,75000,2,No,No,Braga,2,2000
152,240,57,Front-wheel drive,Honda 2.4L 4 cylinder 190 hp 162 ft-lbs,True,5,5 Speed Manual,23,Gasoline,32,Manual transmission,2011 Honda Accord LX-S Coup,Honda,2011 Honda Accord Coup,2011,190,162,215,7.4,Laranja,65000,5,Yes,No,Açores,2,10
152,240,57,Front-wheel drive,Honda 3.5L 6 Cylinder 271hp 251 ft-lbs,True,5,5 Speed Automatic,19,Gasoline,29,Automatic transmission,2011 Honda Accord EX-L V-6 Coup AT,Honda,2011 Honda Accord Coup,2011,271,251,250,5.5,Prateado,95000,5,No,No,Beja,0,5000
152,240,57,Front-wheel drive,Honda 2.4L 4 cylinder 190 hp 162 ft-lbs,True,5,5 Speed Automatic,22,Gasoline,33,Automatic transmission,2011 Honda Accord EX Coup AT,Honda,2011 Honda Accord Coup,2011,190,162,225,7.4,Encarnado,65000,1,No,Yes,Viseu,2,120000
152,240,57,Front-wheel drive,Honda 2.4L 4 cylinder 190 hp 162 ft-lbs,True,5,5 Speed Automatic,22,Gasoline,33,Automatic transmission,2011 Honda Accord EX-L Coup,Honda,2011 Honda Accord Coup,2011,190,162,225,8.2,Laranja,65000,4,Yes,Yes,Évora,3,120000
193,226,186,Front-wheel drive,Ford 1.6L 4 Cylinder 120 hp 112 ft-lbs,True,5,5 Speed Manual,29,Gasoline,38,Manual transmission,2012 Ford Fiesta SE Hatchback,Ford,2012 Ford Fiesta Hatchback,2012,120,112,210,10.5,Laranja,25000,3,Yes,No,Viana do Castelo,0,200000
193,226,186,Front-wheel drive,Ford 1.6L 4 Cylinder 120 hp 112 ft-lbs,True,5,5 Speed Manual,29,Gasoline,38,Manual transmission,2012 Ford Fiesta SES Hatchback,Ford,2012 Ford Fiesta Hatchback,2012,120,112,200,9.2,Prateado,25000,3,Yes,Yes,Vila Real,4,90000
193,226,160,Front-wheel drive,Ford 1.6L 4 Cylinder 120 hp 112 ft-lbs,True,5,5 Speed Manual,28,Gasoline,37,Manual transmission,2011 Ford Fiesta Hatchback SE,Ford,2011 Ford Fiesta Hatchback,2011,120,112,175,9.4,Cinzento,30000,1,Yes,No,Viana do Castelo,1,100000
193,226,160,Front-wheel drive,Ford 1.6L 4 Cylinder 120 hp 112 ft-lbs,True,5,5 Speed Manual,28,Gasoline,37,Manual transmission,2011 Ford Fiesta Hatchback SES,Ford,2011 Ford Fiesta Hatchback,2011,120,112,171,9.2,Cinzento,15000,5,No,No,Guarda,1,2000
58,66,54,Front-wheel drive,Honda 2.4L 4 cylinder 177 hp 161 ft-lbs,True,5,5 Speed Manual,22,Gasoline,31,Manual transmission,2010 Honda Accord LX Sedan,Honda,2010 Honda Accord Sedan,2010,177,161,230,8.5,Cinzento,55000,1,No,Yes,Madeira,2,250000
195,66,54,Front-wheel drive,Honda 2.4L 4 cylinder 177 hp 161 ft-lbs,True,5,5 Speed Automatic,21,Gasoline,31,Automatic transmission,2010 Honda Accord LX Sedan AT,Honda,2010 Honda Accord Sedan,2010,177,161,227,7.8,Cinzento,55000,1,No,No,Santarém,0,50000
195,66,54,Front-wheel drive,Honda 2.4L 4 cylinder 177 hp 161 ft-lbs,True,5,5 Speed Manual,22,Gasoline,31,Manual transmission,2010 Honda Accord LX-P Sedan,Honda,2010 Honda Accord Sedan,2010,177,161,222,8.8,Laranja,60000,2,No,Yes,Bragança,2,100000
195,66,54,Front-wheel drive,Honda 2.4L 4 cylinder 177 hp 161 ft-lbs,True,5,5 Speed Automatic,21,Gasoline,31,Automatic transmission,2010 Honda Accord LX-P Sedan AT,Honda,2010 Honda Accord Sedan,2010,177,161,240,8.2,Laranja,50000,3,No,Yes,Madeira,4,2000
195,66,54,Front-wheel drive,Honda 2.4L 4 cylinder 190 hp 162 ft-lbs,True,5,5 Speed Manual,22,Gasoline,31,Manual transmission,2010 Honda Accord EX Sedan,Honda,2010 Honda Accord Sedan,2010,190,162,230,8.2,Cinzento,55000,1,No,No,Coimbra,3,300000
195,66,54,Front-wheel drive,Honda 2.4L 4 cylinder 190 hp 162 ft-lbs,True,5,5 Speed Automatic,21,Gasoline,31,Automatic transmission,2010 Honda Accord EX Sedan AT,Honda,2010 Honda Accord Sedan,2010,190,162,220,7.8,Prateado,50000,2,No,No,Guarda,2,30000
195,66,54,Front-wheel drive,Honda 2.4L 4 cylinder 190 hp 162 ft-lbs,True,5,5 Speed Manual,22,Gasoline,31,Manual transmission,2010 Honda Accord EX-L Sedan,Honda,2010 Honda Accord Sedan,2010,190,162,215,6.5,Verde,50000,1,Yes,Yes,Santarém,2,60000
195,66,54,Front-wheel drive,Honda 2.4L 4 cylinder 190 hp 162 ft-lbs,True,5,5 Speed Automatic,21,Gasoline,31,Automatic transmission,2010 Honda Accord EX-L Sedan AT,Honda,2010 Honda Accord Sedan,2010,190,162,227,8.8,Azul Corrida,45000,1,No,Yes,Santarém,1,100000
195,71,54,Front-wheel drive,Honda 3.5L 6 Cylinder 271 hp 254 ft-lbs,True,5,5 Speed Automatic,19,Gasoline,29,Automatic transmission,2010 Honda Accord EX V-6 Sedan,Honda,2010 Honda Accord Sedan,2010,271,254,247,4.0,Branco,70000,1,Yes,Yes,Guarda,3,150000
206,155,57,Front-wheel drive,Toyota 3.5L 6 Cylinder 268 hp 248 ft-lbs,True,6,6 Speed Automatic Select Shift,20,Gasoline,29,Automatic transmission,2011 Toyota Avalon,Toyota,2011 Toyota Avalon,2011,268,248,255,5.0,Branco,80000,2,No,Yes,Guarda,2,170000
206,155,57,Front-wheel drive,Toyota 3.5L 6 Cylinder 268 hp 248 ft-lbs,True,6,6 Speed Automatic Select Shift,20,Gasoline,29,Automatic transmission,2011 Toyota Avalon Limited,Toyota,2011 Toyota Avalon,2011,268,248,255,4.5,Laranja Lava,75000,5,Yes,No,Lisboa,1,30000
35,150,57,Rear-wheel drive,Nissan 3.7L 6 Cylinder 332 hp 270 ft-lbs,True,7,7 Speed Automatic,18,Gasoline,26,Automatic transmission,2009 Nissan 370Z Coupe AT,Nissan,2009 Nissan 370Z Coupe,2009,332,270,260,4.0,Azul,85000,2,Yes,No,Bragança,4,20000
35,150,57,Rear-wheel drive,Nissan 3.7L 6 Cylinder 332 hp 270 ft-lbs,True,7,7 Speed Automatic Select Shift,18,Gasoline,26,Automatic transmission,2009 Nissan 370Z Touring Coupe AT,Nissan,2009 Nissan 370Z Coupe,2009,332,270,255,5.5,Preto,75000,1,No,No,Aveiro,0,120000
35,150,57,Rear-wheel drive,Nissan 3.7L 6 Cylinder 332 hp 270 ft-lbs,True,6,6 Speed Manual,18,Gasoline,26,Manual transmission,2009 Nissan 370Z Touring Coupe,Nissan,2009 Nissan 370Z Coupe,2009,332,270,245,5.0,Azul Marinho,75000,2,Yes,No,Lisboa,2,300000
